subject,condition,replication,leg,joint,min_angle,max_angle,mean_angle,std_angle,mean_velocity,std_velocity,max_velocity,ROM,ROM_diff,angle_corr
1,1,1,1,1,-7.35281653461582,13.3699760320298,7.850983830748363,5.137240142945174,0.02269359801725515,0.9016532700147197,2.498850088687086,21,5.0,0.9023374825493283
1,1,1,1,2,2.20045193455249,62.2392506381526,21.860145395747164,18.21423159921532,-0.01478446889696386,1.9786706631714486,3.7365492939464957,60,0.0,0.9870807203812635
1,1,1,1,3,-15.9650315726821,21.4014240254298,4.597240838790744,12.563371466342383,0.0022789258420158475,0.9128729440122001,1.8455949894962003,37,1.0,0.9871289250670869
1,1,1,2,1,-2.37306492698187,13.5848618620305,7.061942884998049,4.313285935031062,0.0017299120073641606,0.6973318261924585,1.2747463638247603,16,5.0,0.9023374825493283
1,1,1,2,2,2.09105355927314,62.4452949723391,22.2314824090484,18.466274860797046,-0.0015185294923892086,1.9011973339687345,3.552112291715801,60,0.0,0.9870807203812635
1,1,1,2,3,-13.5388891273977,22.0825529178335,5.737393903108018,12.731324220536345,0.0014027817349564486,0.8708596173320636,1.805619077041356,36,1.0,0.9871289250670869
1,1,2,1,1,-10.0211970508441,13.2214721637985,7.003370957847403,5.667427276738497,-0.011988458536660702,0.9328086916885437,2.5578650475464197,23,8.0,0.9241574241544479
1,1,2,1,2,2.29475895203545,64.3174813077065,22.046199876500783,19.048640585205675,0.0016348459276785184,1.9983750692584428,3.7316396991401035,62,-2.0,0.9899777472575353
1,1,2,1,3,-17.4920033316658,20.4841422135848,2.934971687439586,12.9903568701731,-0.00020305519204354868,0.9286568672790614,2.11550749278726,38,1.0,0.9947475572221917
1,1,2,2,1,-3.12254919121485,11.8657040677043,7.019926405955364,4.114042884056439,-0.0002122379987710869,0.6972116888434887,1.200929467075659,15,8.0,0.9241574241544479
1,1,2,2,2,2.27791849536491,66.1910368302963,24.393792843775053,19.66629249654337,0.009866282766644056,1.9733761051092058,3.838199133443098,64,-2.0,0.9899777472575353
1,1,2,2,3,-13.2015544161314,24.1090560282645,7.028008242692005,12.736948399577804,-0.00033880199402177164,0.8987778617181509,1.6944088321836341,37,1.0,0.9947475572221917
1,1,3,1,1,-7.87340403351337,12.6625956142366,6.907689727941114,5.103548128424657,-0.01106221293738455,0.9225872955094031,2.486274715710341,21,1.0,0.9773589881399328
1,1,3,1,2,-0.127214521285225,62.8052165423574,21.32270149002979,18.66964922332693,-0.023693605581676266,2.0351446717015063,3.7179368873546963,63,1.0,0.997536006664764
1,1,3,1,3,-16.2313245463333,21.2615348656903,4.043684144951761,12.74338141995279,0.0019080359359494822,0.9318224483679105,1.995442612934906,37,-3.0,0.9993428340975649
1,1,3,2,1,-5.89526110634224,13.877306892223,6.819899811990868,4.944802366419429,4.98575970350487e-05,0.8129166041721683,1.646370285248771,20,1.0,0.9773589881399328
1,1,3,2,2,3.3326817183953,65.300056736762,23.22912461124372,18.87431608444793,-0.00022617929920910597,2.016909060629828,3.9138505815861038,62,1.0,0.997536006664764
1,1,3,2,3,-16.203803065741,23.4342500486747,5.152094401599079,13.457144123764749,-0.0029746212262475053,0.9717274900081747,2.064483058362343,40,-3.0,0.9993428340975649
1,1,4,1,1,-7.54522386663254,11.7804792479208,6.3803509372885285,4.719325820413041,-0.0018424797503953513,0.8223660934529796,2.085365268302504,19,1.0,0.9722646006115598
1,1,4,1,2,-0.291447413215326,65.1606934442393,21.38290357629153,19.686662219782736,-0.00879057405431909,2.1043855596086845,3.953543203368799,65,2.0,0.9978098880020558
1,1,4,1,3,-16.4674028536939,22.0737128737571,4.9308181219812095,12.886680733329927,-0.0035464476023484934,0.9609903164902346,2.008317861078449,39,-1.0,0.9972588573929775
